tag,seq,kind,n_matched,median_epe,mean_epe,frac_near_0/8,frac_near_1/8,frac_near_2/8,frac_near_3/8,frac_near_4/8,frac_near_5/8,frac_near_6/8,frac_near_7/8,frac_near_8/8
gmflow-gmflow_things-e9887eda,alley_2,slow,443416,0.23518967628479004,0.2608616352081299,0.0005480181139156007,0.08988399155646165,0.13047567070200444,0.06094953722914825,0.022615331877965612,0.001285474588197088,0.0006201851083407003,0.00019845923466902413,0.00019845923466902413
gmflow-gmflow_things-e9887eda,bandage_2,slow,435434,0.15651080012321472,0.38453567028045654,0.08755402655741168,0.05966690703987286,0.04605979321780109,0.029157116807598856,0.01332693358809831,0.01140012033970705,0.011012001818874961,0.007734811705103414,0.003899557682679809
gmflow-gmflow_things-e9887eda,ambush_4,fast,445696,0.5548752546310425,5.9350385665893555,0.0007269529006318208,0.022436817920735208,0.04950235137851809,0.051079659678345775,0.03483764718552556,0.009719629523262493,0.005369130528431936,0.002804602240091901,0.0015458967547386558
gmflow-gmflow_with_refine_things-36579974,alley_2,slow,443416,0.13114583492279053,0.16892050206661224,0.024011312176376136,0.14221633860753785,0.0760008660039331,0.02473298212062713,0.006679957421473289,0.0010644631677702203,0.00056831508109766,0.00043074674797481373,0.00027739188482147687
gmflow-gmflow_with_refine_things-36579974,bandage_2,slow,435434,0.07914689183235168,0.2069345861673355,0.14400345402517947,0.06325872577704084,0.04275045127390144,0.026251969299595345,0.010118640253172696,0.005325721004790623,0.0033943146378096335,0.0022758902612106543,0.0019888203493526
gmflow-gmflow_with_refine_things-36579974,ambush_4,fast,445696,0.49904361367225647,5.6065754890441895,0.005941269385410683,0.07493224080987938,0.04655864086731763,0.01618592044801838,0.0071506138713383115,0.006349619471568064,0.004888982624928202,0.004274213813900057,0.0024366384261918436
raft-raft-things-iter32,alley_2,slow,443416,0.05815986171364784,0.08146286755800247,0.09903115809984303,0.11091841521280242,0.0064521803453190685,0.0013238133039854222,0.000642737294098544,0.0005344868024608945,0.00032700669348873293,0.00022777707615422087,0.00020748010897216157
raft-raft-things-iter32,bandage_2,slow,435434,0.06568482518196106,0.20512846112251282,0.10744452661023254,0.06585154122094278,0.03132047566336115,0.019123449248336144,0.010254137251569699,0.005488776714725998,0.0032932660288355984,0.0024825805977484535,0.001846433673071005
raft-raft-things-iter32,ambush_4,fast,445696,0.42073971033096313,6.094322681427002,0.010098811746122918,0.08264377512923607,0.04188953905801264,0.014559251148765077,0.008317328403216542,0.005414004164273406,0.0019834147041929927,0.0013776206203331418,0.0009827326249282021
